Serial No.,Student ID,Credits,CGPA,Course Difficulty,PASS/FAIL
2725,2725,4,3,5.5,0
2726,2726,3,8,3.0,1
2727,2727,3,8,6.0,0
2728,2728,4,6,4.0,1
2729,2729,4,9,2.5,1
2730,2730,2,5,3.5,0
2731,2731,4,3,5.5,0
2732,2732,1,6,-0.5,1
2733,2733,3,5,1.5,1
2734,2734,1,7,1.0,1
2735,2735,5,3,3.5,0
2736,2736,5,3,8.0,0
2737,2737,5,8,6.5,0
2738,2738,4,0,4.0,0
2739,2739,2,3,0.5,1
2740,2740,2,2,0.5,1
2741,2741,4,2,5.5,0
2742,2742,3,9,3.0,1
2743,2743,1,1,-0.5,1
2744,2744,1,2,2.5,0
2745,2745,4,10,2.5,1
2746,2746,4,7,1.0,1
2747,2747,3,4,4.5,0
2748,2748,1,9,1.0,1
2749,2749,2,7,3.5,1
2750,2750,2,4,3.5,0
2751,2751,2,10,3.5,1
2752,2752,3,2,3.0,0
2753,2753,5,9,8.0,0
2754,2754,1,3,-0.5,1
2755,2755,1,4,-0.5,1
2756,2756,5,5,5.0,0
2757,2757,5,9,3.5,1
2758,2758,5,5,6.5,0
2759,2759,1,0,2.5,0
2760,2760,4,9,4.0,1
2761,2761,2,6,3.5,1
2762,2762,1,0,1.0,1
2763,2763,4,1,2.5,0
2764,2764,1,5,-0.5,1
2765,2765,4,5,4.0,0
2766,2766,5,8,8.0,0
2767,2767,4,8,7.0,0
2768,2768,4,7,5.5,0
2769,2769,1,5,4.0,0
2770,2770,4,8,4.0,1
2771,2771,1,4,-2.0,1
2772,2772,4,10,5.5,1
2773,2773,4,0,5.5,0
2774,2774,5,6,3.5,0
2775,2775,2,0,2.0,0
2776,2776,4,5,1.0,1
2777,2777,4,2,4.0,0
2778,2778,3,4,0.0,1
2779,2779,3,2,3.0,0
2780,2780,3,2,4.5,0
2781,2781,2,4,2.0,1
2782,2782,3,5,1.5,1
2783,2783,3,10,0.0,1
2784,2784,5,5,3.5,0
2785,2785,1,2,-2.0,1
2786,2786,5,8,6.5,0
2787,2787,3,7,3.0,1
2788,2788,1,4,4.0,0
2789,2789,3,10,4.5,1
2790,2790,5,9,3.5,1
2791,2791,2,6,3.5,1
2792,2792,2,6,3.5,1
2793,2793,4,5,2.5,1
2794,2794,1,2,1.0,1
2795,2795,4,3,4.0,0
2796,2796,2,6,2.0,1
2797,2797,5,8,5.0,0
2798,2798,3,2,1.5,1
2799,2799,1,9,-0.5,1
2800,2800,4,5,5.5,0
2801,2801,4,8,5.5,1
2802,2802,3,10,4.5,1
2803,2803,1,10,-0.5,1
2804,2804,3,5,0.0,1
2805,2805,2,2,2.0,0
2806,2806,4,7,2.5,1
2807,2807,3,4,3.0,0
2808,2808,2,6,3.5,1
2809,2809,4,6,5.5,0
2810,2810,5,2,3.5,0
2811,2811,2,5,3.5,0
2812,2812,5,4,5.0,0
2813,2813,2,5,3.5,0
2814,2814,1,5,1.0,1
2815,2815,1,5,1.0,1
2816,2816,4,5,5.5,0
2817,2817,2,1,5.0,0
2818,2818,1,0,-0.5,1
2819,2819,5,1,5.0,0
2820,2820,1,0,1.0,1
2821,2821,1,10,-2.0,1
2822,2822,4,6,4.0,0
2823,2823,5,1,8.0,0
2824,2824,1,2,-0.5,1
2825,2825,4,1,4.0,0
2826,2826,2,8,0.5,1
2827,2827,2,0,3.5,0
2828,2828,3,10,1.5,1
2829,2829,5,1,6.5,0
2830,2830,3,9,1.5,1
2831,2831,5,1,5.0,0
2832,2832,1,8,-2.0,1
2833,2833,1,2,1.0,1
2834,2834,5,7,8.0,0
2835,2835,4,3,1.0,1
2836,2836,5,6,6.5,0
2837,2837,3,0,0.0,1
2838,2838,3,8,6.0,0
2839,2839,1,3,1.0,1
2840,2840,3,4,4.5,0
2841,2841,4,3,4.0,0
2842,2842,4,2,5.5,0
2843,2843,3,2,1.5,0
2844,2844,3,6,4.5,0
2845,2845,1,7,4.0,1
2846,2846,5,2,5.0,0
2847,2847,1,3,4.0,0
2848,2848,2,0,2.0,0
2849,2849,3,9,3.0,1
2850,2850,4,2,2.5,0
2851,2851,4,4,7.0,0
2852,2852,4,1,2.5,0
2853,2853,3,10,4.5,1
2854,2854,3,8,3.0,1
2855,2855,5,9,8.0,0
2856,2856,4,10,5.5,0
2857,2857,5,0,8.0,0
2858,2858,5,7,8.0,0
2859,2859,1,4,-0.5,1
2860,2860,4,6,4.0,1
2861,2861,4,4,2.5,1
2862,2862,1,5,1.0,1
2863,2863,3,5,3.0,1
2864,2864,1,5,1.0,1
2865,2865,1,9,2.5,1
2866,2866,3,1,3.0,0
2867,2867,5,6,5.0,0
2868,2868,3,5,4.5,0
2869,2869,4,5,7.0,0
2870,2870,5,2,5.0,0
2871,2871,2,3,5.0,0
2872,2872,5,9,3.5,1
2873,2873,2,6,3.5,1
2874,2874,3,8,4.5,0
2875,2875,1,9,4.0,1
2876,2876,5,8,3.5,1
2877,2877,1,9,1.0,1
2878,2878,2,7,5.0,1
2879,2879,1,1,-2.0,1
2880,2880,3,3,1.5,1
2881,2881,2,4,2.0,1
2882,2882,3,1,3.0,0
2883,2883,5,3,6.5,0
2884,2884,4,5,5.5,0
2885,2885,1,2,-0.5,1
2886,2886,5,5,3.5,0
2887,2887,1,2,1.0,1
2888,2888,2,2,0.5,1
2889,2889,1,7,2.5,1
2890,2890,2,3,3.5,0
2891,2891,5,7,3.5,1
2892,2892,4,8,4.0,1
2893,2893,3,2,3.0,0
2894,2894,2,8,5.0,1
2895,2895,3,1,1.5,0
2896,2896,3,4,6.0,0
2897,2897,3,5,1.5,1
2898,2898,1,3,4.0,0
2899,2899,3,7,3.0,1
2900,2900,3,4,1.5,1
2901,2901,4,5,2.5,1
2902,2902,1,7,-0.5,1
2903,2903,4,1,5.5,0
2904,2904,5,1,2.0,0
2905,2905,2,7,0.5,1
2906,2906,2,9,3.5,1
2907,2907,4,3,7.0,0
2908,2908,5,1,3.5,0
2909,2909,2,9,2.0,1
2910,2910,3,8,3.0,1
2911,2911,4,5,4.0,1
2912,2912,1,2,-0.5,1
2913,2913,5,8,2.0,1
2914,2914,2,5,2.0,1
2915,2915,2,2,2.0,0
2916,2916,4,4,4.0,0
2917,2917,2,8,2.0,1
2918,2918,4,8,1.0,1
2919,2919,4,8,4.0,1
2920,2920,3,1,3.0,0
2921,2921,1,7,-2.0,1
2922,2922,4,1,1.0,0
2923,2923,3,6,3.0,1
2924,2924,2,0,2.0,0
2925,2925,1,7,4.0,1
2926,2926,1,9,1.0,1
2927,2927,4,2,1.0,1
2928,2928,5,1,3.5,0
2929,2929,2,2,5.0,0
2930,2930,2,1,0.5,1
2931,2931,3,0,1.5,0
2932,2932,1,2,-0.5,1
2933,2933,4,9,1.0,1
2934,2934,4,8,5.5,0
2935,2935,4,8,7.0,0
2936,2936,4,1,1.0,0
2937,2937,4,2,5.5,0
2938,2938,1,0,1.0,0
2939,2939,5,3,8.0,0
2940,2940,3,6,4.5,0
2941,2941,5,5,2.0,1
2942,2942,5,5,5.0,0
2943,2943,2,0,2.0,0
2944,2944,4,4,2.5,0
2945,2945,2,0,-1.0,1
2946,2946,2,4,2.0,1
2947,2947,2,5,0.5,1
2948,2948,2,10,2.0,1
2949,2949,5,0,3.5,0
2950,2950,1,0,2.5,0
2951,2951,4,7,1.0,1
2952,2952,3,4,3.0,0
2953,2953,4,7,4.0,1
2954,2954,3,10,4.5,1
2955,2955,4,7,4.0,1
2956,2956,4,4,7.0,0
2957,2957,5,1,3.5,0
2958,2958,1,4,2.5,1
2959,2959,3,10,1.5,1
2960,2960,3,8,1.5,1
2961,2961,3,3,3.0,0
2962,2962,3,3,1.5,1
2963,2963,4,10,1.0,1
2964,2964,2,4,3.5,0
2965,2965,3,2,3.0,0
2966,2966,4,0,5.5,0
2967,2967,2,1,2.0,1
2968,2968,5,7,5.0,1
2969,2969,5,8,6.5,0
2970,2970,2,7,3.5,1
2971,2971,1,7,1.0,1
2972,2972,4,4,4.0,0
2973,2973,2,7,3.5,1
2974,2974,2,7,2.0,1
2975,2975,5,0,5.0,0
2976,2976,3,6,1.5,1
2977,2977,2,3,2.0,1
2978,2978,2,3,0.5,1
2979,2979,3,8,3.0,1
2980,2980,2,9,0.5,1
2981,2981,5,6,5.0,0
2982,2982,3,2,3.0,0
2983,2983,4,10,2.5,1
2984,2984,5,3,8.0,0
2985,2985,3,4,4.5,0
2986,2986,1,6,2.5,1
2987,2987,4,7,4.0,0
2988,2988,2,10,3.5,1
2989,2989,2,2,0.5,1
2990,2990,5,7,6.5,0
2991,2991,1,6,-0.5,1
2992,2992,1,5,1.0,1
2993,2993,2,4,2.0,1
2994,2994,1,1,1.0,1
2995,2995,5,6,3.5,0
2996,2996,2,8,-1.0,1
2997,2997,4,7,7.0,0
2998,2998,4,9,4.0,1
2999,2999,1,7,4.0,1
3000,3000,2,10,5.0,1
3001,3001,1,8,-0.5,1
3002,3002,1,9,2.5,1
3003,3003,5,3,3.5,0
3004,3004,4,0,4.0,0
3005,3005,2,5,0.5,1
3006,3006,1,4,-0.5,1
3007,3007,3,1,4.5,0
3008,3008,3,7,0.0,1
3009,3009,5,6,5.0,0
3010,3010,3,9,1.5,1
3011,3011,4,0,4.0,0
3012,3012,5,3,2.0,1
3013,3013,1,3,1.0,1
3014,3014,1,6,2.5,1
3015,3015,4,7,5.5,0
3016,3016,4,6,4.0,1
3017,3017,1,10,1.0,1
3018,3018,5,6,5.0,0
3019,3019,1,1,1.0,0
3020,3020,2,7,0.5,1
3021,3021,4,7,2.5,1
3022,3022,4,6,4.0,1
3023,3023,5,2,3.5,0
3024,3024,4,1,4.0,0
3025,3025,4,0,1.0,1
3026,3026,5,1,3.5,0
3027,3027,5,10,5.0,1
3028,3028,3,4,0.0,1
3029,3029,2,1,2.0,1
3030,3030,5,7,8.0,0
3031,3031,3,1,1.5,1
3032,3032,4,6,4.0,0
3033,3033,3,8,6.0,0
3034,3034,2,9,3.5,1
3035,3035,2,9,2.0,1
3036,3036,1,0,1.0,1
3037,3037,3,8,4.5,1
3038,3038,3,1,0.0,1
3039,3039,3,8,3.0,1
3040,3040,1,10,2.5,1
3041,3041,5,4,3.5,0
3042,3042,3,9,0.0,1
3043,3043,5,7,5.0,1
3044,3044,1,9,-2.0,1
3045,3045,4,5,2.5,1
3046,3046,5,8,3.5,1
3047,3047,2,4,0.5,1
3048,3048,1,4,-2.0,1
3049,3049,1,9,1.0,1
3050,3050,1,9,-0.5,1
3051,3051,3,9,6.0,1
3052,3052,2,0,-1.0,1
3053,3053,4,10,4.0,1
3054,3054,4,7,1.0,1
3055,3055,4,4,1.0,1
3056,3056,4,9,5.5,0
3057,3057,3,7,1.5,1
3058,3058,2,6,0.5,1
3059,3059,4,6,2.5,1
3060,3060,1,9,-0.5,1
3061,3061,3,1,1.5,0
3062,3062,4,0,7.0,0
3063,3063,1,2,-0.5,1
3064,3064,5,9,3.5,1
3065,3065,4,9,2.5,1
3066,3066,2,9,5.0,0
3067,3067,5,3,3.5,0
3068,3068,3,8,6.0,0
3069,3069,3,8,3.0,1
3070,3070,5,10,3.5,1
3071,3071,1,5,4.0,1
3072,3072,2,0,-1.0,1
3073,3073,5,7,5.0,0
3074,3074,4,6,5.5,0
3075,3075,5,8,8.0,0
3076,3076,5,4,2.0,1
3077,3077,5,4,3.5,0
3078,3078,2,3,0.5,1
3079,3079,3,7,6.0,0
3080,3080,1,0,2.5,0
3081,3081,3,4,1.5,1
3082,3082,5,10,3.5,1
3083,3083,5,10,5.0,1
3084,3084,1,7,2.5,1
3085,3085,5,1,5.0,0
3086,3086,1,8,4.0,1
3087,3087,4,7,4.0,1
3088,3088,4,4,2.5,0
3089,3089,5,2,8.0,0
3090,3090,3,9,6.0,1
3091,3091,3,3,1.5,1
3092,3092,5,4,6.5,0
3093,3093,1,0,1.0,0
3094,3094,5,7,2.0,1
3095,3095,4,2,5.5,0
3096,3096,5,4,5.0,0
3097,3097,5,6,3.5,0
3098,3098,5,4,3.5,0
3099,3099,2,7,-1.0,1
3100,3100,5,9,5.0,1
3101,3101,2,3,0.5,1
3102,3102,2,4,2.0,1
3103,3103,4,3,2.5,0
3104,3104,4,8,5.5,1
3105,3105,5,7,8.0,0
3106,3106,2,6,2.0,1
3107,3107,2,10,0.5,1
3108,3108,3,1,6.0,0
3109,3109,5,7,2.0,1
3110,3110,1,10,1.0,1
3111,3111,4,10,5.5,0
3112,3112,4,3,4.0,0
3113,3113,1,10,-2.0,1
3114,3114,5,3,6.5,0
3115,3115,5,2,5.0,0
3116,3116,2,0,2.0,0
3117,3117,1,5,4.0,0
3118,3118,3,7,3.0,1
3119,3119,4,5,4.0,1
3120,3120,5,8,5.0,0
3121,3121,1,10,1.0,1
3122,3122,4,5,2.5,1
3123,3123,2,5,0.5,1
3124,3124,4,2,5.5,0
3125,3125,4,9,4.0,1
3126,3126,2,1,2.0,0
3127,3127,5,0,2.0,0
3128,3128,1,8,1.0,1
3129,3129,1,6,1.0,1
3130,3130,4,0,4.0,0
3131,3131,1,2,-0.5,1
3132,3132,2,6,2.0,1
3133,3133,2,6,2.0,1
3134,3134,5,3,3.5,0
3135,3135,3,1,3.0,0
3136,3136,4,4,7.0,0
3137,3137,1,5,2.5,1
3138,3138,4,0,2.5,0
3139,3139,3,9,6.0,1
3140,3140,2,1,0.5,1
3141,3141,2,9,2.0,1
3142,3142,5,4,6.5,0
3143,3143,5,1,5.0,0
3144,3144,2,3,2.0,1
3145,3145,2,3,0.5,1
3146,3146,3,4,4.5,0
3147,3147,5,2,8.0,0
3148,3148,1,9,-0.5,1
3149,3149,4,4,7.0,0
3150,3150,3,4,6.0,0
3151,3151,3,8,3.0,1
3152,3152,4,9,5.5,0
3153,3153,3,7,3.0,1
3154,3154,3,0,4.5,0
3155,3155,4,8,7.0,0
3156,3156,1,6,-0.5,1
3157,3157,5,10,5.0,1
3158,3158,5,4,6.5,0
3159,3159,2,0,3.5,0
3160,3160,2,1,3.5,0
3161,3161,1,5,-0.5,1
3162,3162,3,10,0.0,1
3163,3163,1,9,1.0,1
3164,3164,1,6,-0.5,1
3165,3165,3,2,3.0,0
3166,3166,5,6,5.0,0
3167,3167,1,0,2.5,0
3168,3168,3,0,0.0,1
3169,3169,3,6,3.0,1
3170,3170,1,0,-0.5,1
3171,3171,2,10,5.0,1
3172,3172,1,4,2.5,1
3173,3173,3,6,3.0,1
3174,3174,1,7,2.5,1
3175,3175,4,2,2.5,0
3176,3176,5,5,5.0,0
3177,3177,2,7,0.5,1
3178,3178,1,4,-0.5,1
3179,3179,3,6,4.5,0
3180,3180,2,0,0.5,1
3181,3181,1,6,1.0,1
3182,3182,1,10,1.0,1
3183,3183,4,8,4.0,1
3184,3184,3,10,4.5,1
3185,3185,5,6,5.0,0
3186,3186,3,6,6.0,0
3187,3187,1,2,-0.5,1
3188,3188,5,5,3.5,0
3189,3189,3,3,3.0,0
3190,3190,3,6,3.0,1
3191,3191,2,7,2.0,1
3192,3192,4,2,4.0,0
3193,3193,4,10,5.5,0
3194,3194,1,10,1.0,1
3195,3195,1,4,-0.5,1
3196,3196,3,1,6.0,0
3197,3197,3,8,3.0,1
3198,3198,4,7,4.0,0
3199,3199,3,10,6.0,0
3200,3200,1,1,2.5,0
3201,3201,4,3,4.0,0
3202,3202,5,2,5.0,0
3203,3203,5,4,5.0,0
3204,3204,4,0,4.0,0
3205,3205,4,1,2.5,0
3206,3206,1,8,1.0,1
3207,3207,2,1,-1.0,1
3208,3208,4,7,2.5,1
3209,3209,1,4,1.0,1
3210,3210,1,8,-2.0,1
3211,3211,3,8,1.5,1
3212,3212,1,8,-0.5,1
3213,3213,5,5,8.0,0
3214,3214,2,2,2.0,0
3215,3215,5,4,6.5,0
3216,3216,2,1,2.0,0
3217,3217,5,5,5.0,0
3218,3218,4,7,2.5,1
3219,3219,3,7,0.0,1
3220,3220,5,5,6.5,0
3221,3221,2,8,2.0,1
3222,3222,5,7,6.5,0
3223,3223,4,0,2.5,0
3224,3224,1,5,4.0,0
3225,3225,4,4,1.0,1
3226,3226,1,10,1.0,1
3227,3227,2,0,0.5,1
3228,3228,1,4,1.0,1
3229,3229,4,0,4.0,0
3230,3230,2,5,2.0,1
3231,3231,5,3,6.5,0
3232,3232,5,4,3.5,1
3233,3233,4,2,4.0,0
3234,3234,2,3,2.0,1
3235,3235,5,0,8.0,0
3236,3236,3,1,1.5,0
3237,3237,5,5,3.5,0
3238,3238,5,8,8.0,0
3239,3239,4,5,5.5,0
3240,3240,1,4,2.5,1
3241,3241,5,5,5.0,0
3242,3242,3,1,3.0,0
3243,3243,3,10,1.5,1
3244,3244,2,0,0.5,1
3245,3245,5,1,5.0,0
3246,3246,4,9,2.5,1
3247,3247,1,6,-0.5,1
3248,3248,2,2,0.5,1
3249,3249,3,8,6.0,0
3250,3250,2,1,2.0,1
3251,3251,2,7,2.0,1
3252,3252,3,3,3.0,1
3253,3253,5,6,5.0,0
3254,3254,5,8,3.5,1
3255,3255,3,0,3.0,0
3256,3256,4,5,1.0,1
3257,3257,5,5,6.5,0
3258,3258,2,7,5.0,0
3259,3259,3,3,1.5,1
3260,3260,2,8,2.0,1
3261,3261,2,3,2.0,0
3262,3262,5,3,8.0,0
3263,3263,1,1,-2.0,1
3264,3264,2,5,2.0,1
3265,3265,1,2,2.5,1
3266,3266,5,2,3.5,0
3267,3267,2,10,-1.0,1
3268,3268,1,1,1.0,1
3269,3269,4,4,2.5,1
3270,3270,5,8,5.0,1
3271,3271,5,3,5.0,0
3272,3272,2,5,3.5,0
3273,3273,1,2,2.5,1
3274,3274,5,6,8.0,0
3275,3275,1,9,-0.5,1
3276,3276,3,0,4.5,0
3277,3277,1,1,1.0,1
3278,3278,4,6,4.0,0
3279,3279,4,3,2.5,1
3280,3280,3,8,4.5,0
3281,3281,5,8,5.0,0
3282,3282,2,4,0.5,1
3283,3283,1,4,4.0,0
3284,3284,1,3,-0.5,1
3285,3285,1,2,2.5,0
3286,3286,2,8,2.0,1
3287,3287,4,10,4.0,1
3288,3288,5,3,6.5,0
3289,3289,5,2,2.0,1
3290,3290,4,5,2.5,1
3291,3291,2,2,0.5,1
3292,3292,5,2,5.0,0
3293,3293,4,6,4.0,0
3294,3294,3,4,3.0,0
3295,3295,2,3,3.5,0
3296,3296,3,6,3.0,1
3297,3297,5,4,8.0,0
3298,3298,5,9,3.5,1
3299,3299,5,1,3.5,0
3300,3300,3,8,3.0,1
3301,3301,4,10,1.0,1
3302,3302,5,9,5.0,1
3303,3303,5,7,5.0,0
3304,3304,1,0,1.0,0
3305,3305,3,10,3.0,1
3306,3306,5,1,5.0,0
3307,3307,4,4,4.0,0
3308,3308,3,2,3.0,0
3309,3309,2,9,2.0,1
3310,3310,4,6,4.0,0
3311,3311,3,7,3.0,1
3312,3312,4,7,4.0,1
3313,3313,5,7,6.5,0
3314,3314,4,4,5.5,0
3315,3315,1,3,2.5,1
3316,3316,1,9,-2.0,1
3317,3317,4,5,4.0,0
3318,3318,2,0,2.0,0
3319,3319,1,2,2.5,1
3320,3320,3,0,3.0,0
3321,3321,1,6,1.0,1
3322,3322,4,2,5.5,0
3323,3323,5,3,6.5,0
3324,3324,3,2,4.5,0
3325,3325,5,3,5.0,0
3326,3326,3,4,1.5,1
3327,3327,3,4,1.5,1
3328,3328,3,1,3.0,0
3329,3329,3,9,3.0,1
3330,3330,3,0,6.0,0
3331,3331,2,0,3.5,0
3332,3332,2,1,2.0,0
3333,3333,1,5,-0.5,1
3334,3334,5,1,6.5,0
3335,3335,1,3,2.5,0
3336,3336,5,1,5.0,0
3337,3337,4,8,7.0,0
3338,3338,5,9,5.0,1
3339,3339,1,7,1.0,1
3340,3340,4,7,1.0,1
3341,3341,4,1,5.5,0
3342,3342,3,1,3.0,0
3343,3343,1,2,4.0,0
3344,3344,3,6,0.0,1
3345,3345,3,5,6.0,0
3346,3346,3,3,3.0,0
3347,3347,3,5,1.5,1
3348,3348,5,10,6.5,0
3349,3349,5,1,5.0,0
3350,3350,4,2,5.5,0
3351,3351,5,6,6.5,0
3352,3352,1,4,2.5,1
3353,3353,2,3,0.5,1
3354,3354,4,8,5.5,0
3355,3355,1,7,1.0,1
3356,3356,4,6,5.5,0
3357,3357,1,5,-2.0,1
3358,3358,1,2,2.5,0
3359,3359,1,1,-0.5,1
3360,3360,5,1,6.5,0
3361,3361,4,9,5.5,1
3362,3362,4,3,1.0,1
3363,3363,3,3,3.0,0
3364,3364,2,5,-1.0,1
3365,3365,2,5,5.0,0
3366,3366,1,6,4.0,1
3367,3367,5,0,3.5,0
3368,3368,3,1,3.0,0
3369,3369,1,4,4.0,0
3370,3370,2,7,5.0,0
3371,3371,3,3,3.0,0
3372,3372,2,3,0.5,1
3373,3373,4,5,4.0,0
3374,3374,2,6,5.0,0
3375,3375,1,5,-2.0,1
3376,3376,2,2,3.5,0
3377,3377,4,7,4.0,1
3378,3378,4,0,5.5,0
3379,3379,1,4,1.0,1
3380,3380,4,2,5.5,0
3381,3381,1,5,-0.5,1
3382,3382,1,2,2.5,0
3383,3383,4,3,7.0,0
3384,3384,5,8,3.5,1
3385,3385,5,7,5.0,1
3386,3386,1,0,4.0,0
3387,3387,1,1,1.0,1
3388,3388,3,5,3.0,0
3389,3389,4,1,4.0,0
3390,3390,2,8,0.5,1
3391,3391,4,9,4.0,1
3392,3392,2,5,0.5,1
3393,3393,5,0,6.5,0
3394,3394,4,1,5.5,0
3395,3395,3,0,1.5,1
3396,3396,2,1,2.0,0
3397,3397,4,1,5.5,0
3398,3398,1,0,2.5,0
3399,3399,5,1,5.0,0
3400,3400,1,0,2.5,0
3401,3401,3,7,4.5,0
3402,3402,3,3,4.5,0
3403,3403,2,4,3.5,1
3404,3404,4,2,4.0,0
3405,3405,3,1,4.5,0
3406,3406,1,7,4.0,1
3407,3407,1,1,1.0,0
3408,3408,5,3,5.0,0
3409,3409,2,10,3.5,1
3410,3410,3,1,3.0,0
3411,3411,3,0,6.0,0
3412,3412,2,2,0.5,1
3413,3413,5,2,6.5,0
3414,3414,2,3,2.0,1
3415,3415,2,10,3.5,1
3416,3416,2,10,2.0,1
3417,3417,2,0,5.0,0
3418,3418,1,6,-2.0,1
3419,3419,1,8,1.0,1
3420,3420,3,6,1.5,1
3421,3421,5,9,5.0,1
3422,3422,3,7,0.0,1
3423,3423,2,8,-1.0,1
3424,3424,5,6,5.0,0
3425,3425,4,3,7.0,0
3426,3426,1,8,-2.0,1
3427,3427,5,0,8.0,0
3428,3428,4,1,2.5,0
3429,3429,2,6,3.5,1
3430,3430,4,10,7.0,0
3431,3431,4,9,7.0,0
3432,3432,1,8,2.5,1
3433,3433,1,6,-0.5,1
3434,3434,5,1,5.0,0
3435,3435,2,8,0.5,1
3436,3436,4,3,2.5,1
3437,3437,3,9,0.0,1
3438,3438,3,7,4.5,0
3439,3439,3,7,3.0,1
3440,3440,2,6,3.5,0
3441,3441,4,1,2.5,0
3442,3442,2,9,0.5,1
3443,3443,3,1,0.0,1
3444,3444,1,1,-2.0,1
3445,3445,5,8,5.0,1
3446,3446,3,5,0.0,1
3447,3447,1,6,2.5,1
3448,3448,5,5,6.5,0
3449,3449,1,9,-0.5,1
3450,3450,4,3,7.0,0
3451,3451,5,8,5.0,0
3452,3452,3,9,0.0,1
3453,3453,1,7,4.0,1
3454,3454,2,8,2.0,1
3455,3455,2,1,2.0,1
3456,3456,1,3,1.0,1
3457,3457,4,3,4.0,0
3458,3458,3,3,0.0,1
3459,3459,5,8,6.5,0
3460,3460,3,4,3.0,0
3461,3461,1,10,-0.5,1
3462,3462,4,3,1.0,1
3463,3463,5,7,2.0,1
3464,3464,2,10,2.0,1
3465,3465,1,5,4.0,0
3466,3466,1,0,2.5,0
3467,3467,4,5,1.0,1
3468,3468,3,6,3.0,1
3469,3469,3,10,3.0,1
3470,3470,1,2,-0.5,1
3471,3471,3,7,4.5,1
3472,3472,1,1,-0.5,1
3473,3473,4,1,2.5,0
3474,3474,4,1,7.0,0
3475,3475,1,9,-0.5,1
3476,3476,4,7,2.5,1
3477,3477,5,3,5.0,0
3478,3478,3,4,3.0,1
3479,3479,2,6,5.0,0
3480,3480,4,3,4.0,0
3481,3481,2,5,0.5,1
3482,3482,3,1,6.0,0
3483,3483,5,4,2.0,1
3484,3484,4,2,5.5,0
3485,3485,3,0,6.0,0
3486,3486,5,10,5.0,1
3487,3487,1,0,1.0,0
3488,3488,2,8,5.0,0
3489,3489,3,2,1.5,1
3490,3490,4,4,4.0,0
3491,3491,3,10,1.5,1
3492,3492,1,8,-2.0,1
3493,3493,1,5,1.0,1
3494,3494,2,5,0.5,1
3495,3495,5,6,2.0,1
3496,3496,2,8,0.5,1
3497,3497,3,1,4.5,0
3498,3498,4,0,2.5,0
3499,3499,3,5,3.0,0
3500,3500,3,1,3.0,0
3501,3501,4,0,4.0,0
3502,3502,5,0,8.0,0
3503,3503,1,0,1.0,0
3504,3504,1,5,1.0,1
3505,3505,1,1,-0.5,1
3506,3506,2,6,0.5,1
3507,3507,4,3,5.5,0
3508,3508,5,4,6.5,0
3509,3509,3,6,1.5,1
3510,3510,2,4,2.0,1
3511,3511,5,8,5.0,0
3512,3512,1,7,4.0,1
3513,3513,4,8,5.5,0
3514,3514,5,6,2.0,1
3515,3515,5,1,5.0,0
3516,3516,5,6,5.0,0
3517,3517,3,2,0.0,1
3518,3518,1,4,1.0,1
3519,3519,1,9,-0.5,1
3520,3520,4,8,1.0,1
3521,3521,2,1,-1.0,1
3522,3522,2,3,0.5,1
3523,3523,1,5,2.5,1
3524,3524,4,6,5.5,0
3525,3525,2,5,-1.0,1
3526,3526,3,10,3.0,1
3527,3527,2,8,3.5,1
3528,3528,4,7,2.5,1
3529,3529,3,0,0.0,1
3530,3530,1,0,1.0,1
3531,3531,3,10,3.0,1
3532,3532,2,10,5.0,1
3533,3533,4,3,5.5,0
3534,3534,2,2,2.0,1
3535,3535,5,7,5.0,0
3536,3536,2,8,3.5,1
3537,3537,5,6,3.5,1
3538,3538,4,7,4.0,1
3539,3539,1,5,4.0,0
3540,3540,3,4,4.5,0
3541,3541,1,9,2.5,1
3542,3542,3,6,1.5,1
3543,3543,5,6,5.0,0
3544,3544,1,10,2.5,1
3545,3545,5,4,5.0,0
3546,3546,4,5,2.5,1
3547,3547,4,3,4.0,0
3548,3548,4,3,5.5,0
3549,3549,5,8,5.0,1
3550,3550,5,5,3.5,1
3551,3551,4,9,2.5,1
3552,3552,5,3,8.0,0
3553,3553,5,9,3.5,1
3554,3554,1,2,2.5,0
3555,3555,4,1,4.0,0
3556,3556,4,5,5.5,0
3557,3557,5,5,8.0,0
3558,3558,4,10,4.0,1
3559,3559,3,3,4.5,0
3560,3560,5,7,6.5,0
3561,3561,5,2,2.0,1
3562,3562,4,8,5.5,0
3563,3563,1,10,-0.5,1
3564,3564,1,4,2.5,1
3565,3565,4,0,4.0,0
3566,3566,2,6,2.0,1
3567,3567,2,8,2.0,1
3568,3568,1,5,1.0,1
3569,3569,1,4,-2.0,1
3570,3570,4,10,2.5,1
3571,3571,5,7,8.0,0
3572,3572,1,9,4.0,1
3573,3573,3,7,4.5,1
3574,3574,5,8,2.0,1
3575,3575,3,8,3.0,1
3576,3576,1,7,2.5,1
3577,3577,3,2,4.5,0
3578,3578,3,10,3.0,1
3579,3579,1,6,2.5,1
3580,3580,2,1,3.5,0
3581,3581,1,2,2.5,1
3582,3582,1,4,-0.5,1
3583,3583,4,9,2.5,1
3584,3584,4,1,1.0,1
3585,3585,5,0,6.5,0
3586,3586,2,4,2.0,1
3587,3587,1,1,-2.0,1
3588,3588,2,10,0.5,1
3589,3589,5,4,5.0,0
3590,3590,3,6,1.5,1
3591,3591,5,7,3.5,1
